Filenames,ox,oy,oz,ux,uy,uz,vx,vy,vz,width,height
E1572_10x_stitch_CH2-downsized.png,439.2740020751953,283.19895935058594,350.4502868652344,-475.8704833984375,-12.129412651062012,-42.959049224853516,25.740665435791016,-25.492913722991943,-363.919921875,300,205
