Filenames,ox,oy,oz,ux,uy,uz,vx,vy,vz,width,height,nr,vole_depths,depths
png_downsampled_xy019.png,446.9458976412427,430.1612237105474,365.3991226652018,-428.4972168011773,0.08320558661841915,6.899295620960174,-6.482469504401138,13.745664864710989,-401.80358069807426,360,302,19,396,437.3485134056457
png_downsampled_xy020.png,447.8087596616679,426.834364141859,365.8722587255814,-428.7868192758456,0.060384736808998696,7.5729203341171,-7.198560085097881,13.813120233915242,-403.7604853874426,360,302,20,395,434.03847675844366
png_downsampled_xy021.png,446.93968355176685,424.7987043001135,366.54929404937536,-426.3825601324844,0.04262580709183794,8.039856233725573,-7.169078132378104,13.85928163697946,-405.11095919030777,360,302,21,394,432.0253228071993
png_downsampled_xy022.png,446.78080652981475,422.3916518318606,368.3267250968007,-425.77059701345655,0.056117978660893186,7.631995899558888,-6.895189986513117,13.932644241327864,-407.26216170094614,360,302,22,393,429.67893640692597
png_downsampled_xy023.png,445.69016324250515,420.9112691012667,369.2440279478802,-424.5126697909611,0.10379212698296669,6.210532414001932,-5.428470039159322,13.949740699601819,-407.7940330045372,360,302,23,392,428.2291111861111
png_downsampled_xy024.png,447.1825161527754,418.1659520579556,370.504608967818,-426.8537669584596,0.12123499809933946,5.751462940784052,-5.4960782943761615,14.05328073028818,-410.8202331722996,360,302,24,391,425.52801487247416
png_downsampled_xy025.png,447.00719925748865,417.01508902537006,370.6541791131142,-425.85618670810675,0.13610419557022624,5.2768018472421545,-5.555728736053766,14.052612417630257,-410.9963097500394,360,302,25,390,424.37832603339086
png_downsampled_xy026.png,444.7599942404196,416.63743628508684,369.8214146754782,-422.1518418237381,0.1345535485218079,5.241630463894694,-5.251231005576528,14.044363839090579,-410.76161243086807,360,302,26,389,423.97053814347066
png_downsampled_xy027.png,444.21787923500847,415.36606626820077,369.91866545746666,-421.3808949833915,0.1284846022890065,5.402419571031828,-5.3275052860277015,14.080723730050977,-411.8236833627961,360,302,27,388,422.7020894335821
png_downsampled_xy028.png,443.85887614403066,414.683886256424,369.89961208352605,-420.339998317814,0.12649996735893865,5.437850902107016,-5.474977079670225,14.076863144747506,-411.70753352002987,360,302,28,387,422.0189913574626
png_downsampled_xy029.png,443.99366058743846,413.6341256842558,369.8328438128374,-419.87668354015864,0.11843516692016465,5.66371817599304,-6.182976967576963,14.087326544458278,-411.99825345620224,360,302,29,386,420.96704870755343
png_downsampled_xy030.png,443.92163077335897,412.75203525285576,369.5561901156942,-419.3795980884655,0.11412351836833068,5.779050662157033,-6.4573256698167825,14.080897710152385,-411.80420964502343,360,302,30,385,420.0754482996528
png_downsampled_xy031.png,443.1789532562796,412.8279962212622,368.4112857491927,-417.60040249346525,0.10266566649249853,6.0755749978096105,-6.887575885466958,14.024167695008714,-410.1351865320719,360,302,31,384,420.1117227748429
png_downsampled_xy032.png,442.28473040869955,412.3191620882248,368.2100215409396,-415.90464394514674,0.10554667290580255,5.954421996741075,-6.704968638211028,14.007146527982457,-409.6411923277581,360,302,32,383,419.59534459646414
png_downsampled_xy033.png,441.5946580304811,411.61808210880224,368.3232740635167,-413.87620534424764,0.11080557497371046,5.756469191221754,-6.7191314776830495,14.005132091529902,-409.58195104962607,360,302,33,382,418.89762293428123
png_downsampled_xy034.png,441.1111113650894,409.7989854161634,368.31185023186845,-410.989604673366,0.11840488842705099,5.471388673880256,-6.675166919768799,14.00120030761866,-409.4678809090449,360,302,34,381,417.07777639686395
png_downsampled_xy035.png,441.1301109047416,408.7402139960025,367.8965170531796,-411.1746197725733,0.10919535737815522,5.744841082734581,-7.040910511932566,13.98876487034289,-409.09612361101773,360,302,35,380,416.00482236853327
png_downsampled_xy036.png,440.9633294014696,407.7532028856219,367.6187060561907,-410.50750601403274,0.10818264798223254,5.759964674518187,-6.94650401388202,13.998392613405315,-409.37984109686823,360,302,36,379,415.0081913113383
png_downsampled_xy037.png,439.9968181499114,407.095743803809,365.9927992028863,-408.0556433160555,0.11809539260713109,5.416655346286802,-6.992184433429657,13.88963492981236,-406.19708074261183,360,302,37,378,414.2944379792039
png_downsampled_xy038.png,439.294986312938,406.35734172827,365.4362697926651,-406.67738428735856,0.11423993700338997,5.499484220155864,-6.949832255282104,13.871252108331475,-405.66020110118495,360,302,38,377,413.53649132801905
png_downsampled_xy039.png,438.39119470598615,405.84026689320615,364.9573781713173,-405.0391940850862,0.10677854416974242,5.682155484919349,-7.123172629552016,13.841993353241492,-404.8004507569856,360,302,39,376,413.0023756032514
png_downsampled_xy040.png,437.6081753336567,404.876924724228,364.6956492162385,-403.63516221095983,0.10339293700650387,5.750678232612358,-7.101640163495233,13.824375392545505,-404.2854951388284,360,302,40,375,412.02950524966144
png_downsampled_xy041.png,437.4937533398416,403.8715036697396,363.8236853206125,-402.6485380106923,0.09533867199758106,5.96486001062101,-7.409724239789114,13.799113428135172,-403.53974387667733,360,302,41,374,410.994194104465
png_downsampled_xy042.png,437.64164045787106,402.8947492620853,363.2749973773916,-401.9840668948846,0.07935307300095928,6.418081318323971,-7.915592767223359,13.803597181397322,-403.659920492468,360,302,42,373,409.99879460228476
png_downsampled_xy043.png,437.1617088269668,402.0303683613881,362.90578876082634,-400.8522332001053,0.08680341956232951,6.175509805602587,-7.967813986636656,13.7723087350127,-402.74342411134455,360,302,43,372,409.1214369232689
png_downsampled_xy044.png,437.5648266559084,400.79958903888246,363.1350175887276,-401.0027656956345,0.09208430282660629,6.0242871191480845,-7.822246521092154,13.777028600159099,-402.8846717049566,360,302,44,371,407.898792556736
png_downsampled_xy045.png,437.0890503913617,399.81095810427416,362.86967219164694,-399.76146606747307,0.10916923624773744,5.497470347195531,-7.5902559042157804,13.729315043651923,-401.49382872282735,360,302,45,370,406.9007381318019
png_downsampled_xy046.png,437.3339758822749,398.8199379827406,362.6861549244109,-399.67427568326593,0.11551888727410642,5.309811882031283,-7.743861836441511,13.696935903092992,-400.5432196240787,360,302,46,369,405.9036271119073
png_downsampled_xy047.png,437.1268894416776,398.0003582021019,362.5237556216734,-398.65968422219044,0.1115687830778711,5.403315940339553,-7.802269966605422,13.678094417468685,-399.9907316344463,360,302,47,368,405.07834237478704
png_downsampled_xy048.png,436.6989042601225,397.47909915168407,362.3236994012109,-397.3788550626831,0.11291691464697351,5.336028729510872,-7.790678182805777,13.638340987673871,-398.82797497935655,360,302,48,367,404.5499270323045
png_downsampled_xy049.png,436.2550380120824,396.8330376658754,361.787513129936,-396.33627059678554,0.11020007092457718,5.392844498376007,-7.9453952351447015,13.56442130352525,-396.6620492914164,360,302,49,366,403.8852080188352
png_downsampled_xy050.png,435.5796204660468,395.8394505791529,361.9140406270669,-395.33491997734563,0.10645595012323383,5.457374715686456,-7.9315844776983795,13.556495232150894,-396.5110691154184,360,302,50,365,402.89361262582594
png_downsampled_xy051.png,435.0427835194412,395.39666918257655,361.4250629226449,-394.23871031447334,0.10572188952852457,5.455084031652746,-7.964500733163163,13.52569938879941,-395.60922409360336,360,302,51,364,402.4337227670292
png_downsampled_xy052.png,435.0763446318085,394.9366755675565,361.20651911420566,-395.1920021297374,0.1127886067546342,5.268972561584576,-7.584101554048232,13.517723674206707,-395.38409162502194,360,302,52,363,401.9662853657798
png_downsampled_xy053.png,435.39050697538875,393.4052130046954,361.6320636162387,-396.2912282725467,0.11392525080930227,5.2595486749062275,-7.38351968109788,13.550493942917797,-396.3473463222469,360,302,53,362,400.4495984618279
png_downsampled_xy054.png,434.81884720772166,392.9896654985931,361.16249428324215,-395.5613203743887,0.11911152399721914,5.091963576400133,-7.1814917762357595,13.524750726488207,-395.5984419781874,360,302,54,361,400.0175799899396
png_downsampled_xy055.png,434.7023177739991,392.1877969629173,361.43968343602955,-395.95930143722774,0.1316511456887497,4.733665281257004,-7.036214265300885,13.555133627112582,-396.4906414468777,360,302,55,360,399.2250979186084
png_downsampled_xy056.png,434.2550650913654,391.83578159035335,361.1737507852562,-395.64868408551195,0.1421829545850528,4.41875361402623,-6.987135035668416,13.548227944369614,-396.2896351440716,360,302,56,359,398.8636629657447
png_downsampled_xy057.png,433.897023162438,391.280928260828,361.2809053967747,-395.8886406155359,0.15203750416469575,4.135598356059916,-6.841985677462617,13.566935200206899,-396.8401839248419,360,302,57,358,398.31220629399064
png_downsampled_xy058.png,433.7855142134873,390.23469796999905,361.23324161654944,-396.5375887994338,0.17177117119359764,3.5722338970890632,-6.469933705781671,13.536967624292174,-395.9713560427354,360,302,58,357,397.2642644773588
png_downsampled_xy059.png,433.74667645844943,388.643542338573,362.15398840256626,-397.2819246203984,0.21003241022731345,2.468793622628368,-5.439671741292727,13.570189618134407,-396.9658211096869,360,302,59,356,395.70454623519913
png_downsampled_xy060.png,433.95259775782404,387.69116333442787,362.0706283550333,-397.90104223042,0.22189810286158718,2.1350105829366726,-5.071496467660268,13.578433591379223,-397.21503624525275,360,302,60,355,394.74947100961225
png_downsampled_xy061.png,434.2956945316487,386.0512993598186,362.315093647549,-398.6604536713961,0.2180298450739997,2.2646686365590085,-4.921608073710672,13.602150432870815,-397.9122760330486,360,302,61,354,393.11821579815484
png_downsampled_xy062.png,435.0524197608403,384.82072000597026,362.15223210840213,-399.6812515026974,0.21743146997062013,2.30431256687325,-4.946106045648435,13.62317922593519,-398.5270793417613,360,302,62,353,391.8826314532407
png_downsampled_xy063.png,435.2767519954259,384.0635507755574,362.071345752988,-399.87461943437825,0.19809875697711732,2.874209114580367,-5.314323198347836,13.637747322168195,-398.9453793496145,360,302,63,352,391.12286419137575
png_downsampled_xy064.png,435.5499997395849,383.1563731957693,362.13183223894856,-400.81057507086246,0.20309246367469314,2.748381254605931,-5.189016822721442,13.664598295547194,-399.733795240432,360,302,64,351,390.2179562111598
png_downsampled_xy065.png,436.6229420868036,381.51215015248084,362.69318058180215,-402.6084608902299,0.18618085506739135,3.2822253470087617,-5.66962310308935,13.723692314375455,-401.4525515698332,360,302,65,350,388.5937121427565
png_downsampled_xy066.png,437.98221442756096,379.42994572537015,363.2400052436261,-405.0291440296669,0.18335776220970956,3.417323453106178,-6.244933785259434,13.765974251206273,-402.6773078436326,360,302,66,349,386.5312025353196
png_downsampled_xy067.png,438.6551812904354,378.27265710276083,363.1733776887056,-405.95114007869313,0.16431688818573775,3.994480445592899,-7.0091504457523115,13.79545452305723,-403.5233718005378,360,302,67,348,385.3721356623012
png_downsampled_xy068.png,439.64940374790945,376.7833612966173,363.83619793897174,-408.8321021166046,0.15494939725488166,4.331058100752671,-6.80390009991828,13.89466538077454,-406.43087762400546,360,302,68,347,383.9062282728066
png_downsampled_xy069.png,439.66661261571363,376.1800759570101,363.6185141684912,-408.81656640218154,0.15493099838795388,4.331259593642926,-7.066201027738032,13.906714716540137,-406.7777712666786,360,302,69,346,383.2955164235765
png_downsampled_xy070.png,440.2611744425559,375.72151691580046,363.49109352933317,-409.957967185076,0.1555230897411093,4.338684104939034,-6.904283116910449,13.941029818740503,-407.78539318330866,360,302,70,345,382.8330434162678
png_downsampled_xy071.png,440.23472192705935,375.31521192657385,363.5035926664442,-410.20003447034946,0.15478828900296548,4.365434571883043,-6.6275629033765995,13.97046128685929,-408.65260139976056,360,302,71,344,382.42714598658154
png_downsampled_xy072.png,439.69000188354585,375.9508595334621,363.2485026920301,-409.30025615189663,0.14333939279589458,4.680935535945423,-6.904420267480077,13.986642164659827,-409.1200740015715,360,302,72,343,383.0536723376968
